date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-11-17,1152967176,1992904493,1669039,1227,78315626,82975367,14621,4674
2017-11-18,1052623680,1829847431,1300147,1074,72987221,72973831,12073,8196
2017-11-19,1038595425,1792359217,1189952,1292,75522813,76632593,13020,6316
2017-11-20,1296626113,2012556104,1678334,1338,77030950,87243062,18128,5611
2017-11-21,1175822364,2032324131,1689593,1461,73301150,89859518,27631,5925
2017-11-22,1168558288,2012155846,1748573,1603,73445138,84947594,42419,12103
2017-11-23,1156950627,1954725914,1706330,1719,79766167,78426529,4406,10605
2017-11-24,1115257220,1871592776,1642678,1173,88208445,76599242,4490,3464
2017-11-25,1049239288,1756157042,1341346,1296,75660121,68728838,3099,6273
2017-11-26,1024752343,1763336217,1330497,1196,72270596,69888434,4245,14545
2017-11-27,1132756949,1888056155,1805646,1540,76346064,76027843,7202,16019
2017-11-28,1125791938,1888492888,1752462,1885,80917212,81014076,6410,17817
2017-11-29,1100021810,1927882470,1736136,1844,63819090,76942949,5533,11928
2017-11-30,1089807821,1817543157,1655999,1847,77346169,74230682,3210,16906
2017-12-01,1102688708,1779033033,1562177,1742,81362036,74780089,2989,14046
2017-12-02,1050922079,1616248974,1196776,2036,73718847,68928284,3427,11313
2017-12-03,1037160208,1592208263,1206365,1839,80922282,69172288,3338,10245
2017-12-04,1138346811,1758960312,1910617,1459,81019570,77805588,5895,534510
2017-12-05,1124262889,1816296880,1900827,1509,68667967,85297494,3849,6638
2017-12-06,1112132301,1764131961,1731249,1007,82718024,84938848,11715,8711
2017-12-07,1132308452,1773989027,1683186,1104,82053616,86564647,4014,655730
2017-12-08,1104990033,1762052362,1568373,1461,80909828,86928181,3048,146756
2017-12-09,1036399174,1614659221,1304051,911,58148022,79231237,2622,72603
2017-12-10,1032874560,1544201619,1248202,1174,53180481,78582719,2563,73966
2017-12-11,1132617520,1758585813,1816800,1594,65443403,85029820,3412,81376
2017-12-12,1151156139,1762545612,1730781,1642,66712207,85945223,3511,312771
2017-12-13,1120816454,1770338545,1745957,1084,64506263,85000282,4222,152510
2017-12-14,1146166599,1807163367,1604718,1207,68815524,88298454,3890,304740
2017-12-15,1113456693,1760446889,1685441,742,75889859,86539909,3608,64012
2017-12-16,1024110153,1663089433,1314266,1212,72733049,79347462,2554,206664
2017-12-17,991053810,1587370020,1290123,647,78503550,76767134,3623,37045
2017-12-18,1117040792,1742289364,1870935,1408,83198085,84516479,5703,49834
2017-12-19,1108007532,1731852197,1696978,1869,79572125,86333312,3385,186849
2017-12-20,1095859221,1755674780,4940822,630,79951471,84418813,69615,54142
2017-12-21,1461957113,1760144894,7707404,1045,71687199,84550034,118397,13630
2017-12-22,2099123735,1790323883,7740563,1188,68593872,82704057,115592,62276
2017-12-23,2156694274,1660711807,7443435,938,60984436,75788652,105098,77324
2017-12-24,1369483461,1572210660,7343999,1165,64460061,74021936,102906,177927
2017-12-25,2019314918,1620539517,7272896,1332,73902150,75682275,101771,74487
2017-12-26,2002112627,1702464429,7358642,1266,75790745,80316502,101720,96607
2017-12-27,2548699770,1862255149,7488498,1282,87515468,81434253,104299,97871
2017-12-28,2017557438,1805129803,7571273,1789,85343562,84037614,104755,140487
2017-12-29,1395846556,1737677021,7476955,1518,90239940,81563694,107046,487528
2017-12-30,990826807,1638371847,7134347,1451,79286498,76323920,108460,571117
2017-12-31,874696347,1233093767,4789490,1045,67467972,47478273,106617,385447
2018-01-01,933027568,1399389313,7101351,1219,71144906,68509673,88084,94147
2018-01-02,1023617448,1635887932,7385579,1710,74967719,78139729,112306,168199
2018-01-03,1068456962,1791063711,7565013,1868,76959424,81064530,111411,170540
2018-01-04,1063406881,1769534350,7789322,1642,81271050,81445043,114486,170979
2018-01-05,1082419363,1854143754,8005740,1576,85244130,84275885,117919,135410
2018-01-06,981166233,1622282462,7393334,1394,97570065,77349147,115534,105225
2018-01-07,1093172775,1629986498,7137130,1416,94728486,76890684,116643,108711
2018-01-08,1319851997,1805288116,7803571,1250,94055241,86461519,128175,49577
2018-01-09,1378741757,1847460031,7971956,1353,100205819,90048218,128208,30974
2018-01-10,1201386938,1867726679,7829126,1351,92906512,97183573,129851,30949
2018-01-11,1209120734,1880116321,4378188,645,92047304,93014915,58578,294831
2018-01-12,1502393133,1911281965,1701740,965,93342476,91424305,5527,329738
2018-01-13,1482897415,1794863715,1364708,627,90755118,83382422,2298,200476
2018-01-14,1521234327,1769106587,1367436,695,91491085,79720797,2905,246665
2018-01-15,1219537748,1816399682,1722226,990,96978556,86457182,3406,245551
2018-01-16,1121457801,1884609583,1761466,1051,96960668,87061022,8888,144086
2018-01-17,1122659949,1894576130,1678596,906,97100344,91953479,11110,286198
2018-01-18,1108735338,1880768750,1622724,741,89093553,90526130,15886,70649
2018-01-19,1095697566,1859910824,1772805,858,86944670,92636752,6258,140658
2018-01-20,1026284263,1706612408,1407385,596,63952525,82284180,1964,140030
2018-01-21,1012433549,1668167748,1329370,474,62120894,79710469,1864,357011
2018-01-22,1099572386,1836391582,1823695,673,75840603,90422900,4090,80041
2018-01-23,1104219334,1835875022,1874871,758,69410520,88268094,2967,91797
2018-01-24,1102512792,1877612305,1896934,655,67526707,86879811,5469,230362
2018-01-25,1032903532,1768051666,1801493,630,56794169,85828948,2763,281641
2018-01-26,959900414,1710051616,1858808,785,19063870,84827836,4530,95210
2018-01-27,930269269,1680589291,1652686,428,14191864,77405668,2265,164781
2018-01-28,987405205,1648727767,1776363,596,16441980,73822407,2312,290392
2018-01-29,1119317290,1810176281,2166840,635,24556605,84269702,4248,126121
